uri,place_id,attested_form,romanized_form_1,romanized_form_2,romanized_form_3,entidad_buscada,geometry_wkt,geometry_wkt_polygon
https://pleiades.stoa.org/places/678010/Colonia-Claudia-Caes-Ptol,678010,,Colonia Claudia Caes. Ptol.,Colonia Claudia Caesarea Ptolemais,,Colonia,POINT (35.068626 32.920744),
https://pleiades.stoa.org/places/678010/Colonia-Claudia-Caes-Ptol,678010,,Colonia Claudia Caes. Ptol.,Colonia Claudia Caesarea Ptolemais,,Colonia,POINT (35.091044 32.9218295),
https://pleiades.stoa.org/places/678010/Colonia-Claudia-Caes-P,678010,,Colonia Claudia Caes. P.,Colonia Claudia Caesarea Ptolemais,,Colonia,POINT (35.068626 32.920744),
https://pleiades.stoa.org/places/678010/Colonia-Claudia-Caes-P,678010,,Colonia Claudia Caes. P.,Colonia Claudia Caesarea Ptolemais,,Colonia,POINT (35.091044 32.9218295),
https://pleiades.stoa.org/places/678082/gabinia,678082,,Gabinia,,,Gabi,POINT (36.618202 32.754211),
https://pleiades.stoa.org/places/678082/gabinia,678082,,Gabinia,,,Gabi,POINT (36.618509 32.754199),
https://pleiades.stoa.org/places/678087/chalybon,678087,,Chalybon,,,Chalybon,POINT (36.257659 33.670312),
https://pleiades.stoa.org/places/678073/col-nova-traiana-alexandriana,678073,,Col. Nova Traiana Alexandriana,,,Alexandria,POINT (36.48369 32.517831),
https://pleiades.stoa.org/places/678073/Colonia-Nea-Traiana-Alex-B,678073,,Colonia Nea Traiana Alex. B.,Nea Traiana Bostra,Colonia Nea Traiana Alexandriana Bostra,Alexandria,POINT (36.48369 32.517831),
https://pleiades.stoa.org/places/678086/chalcis-sub-libano,678086,,Chalcis sub Libano,,,Liba,POINT (36.241643 33.95773),
https://pleiades.stoa.org/places/678670017/name.2018-09-16.8133307306,678670017,,Grimscar Roman tilery,,,Roma,POINT (-1.804152 53.667475),
https://pleiades.stoa.org/places/678179/Colonia-Jul-Aug-Fel-H,678179,,Colonia Jul. Aug. Fel. H.,Colonia Iulia Augusta Felix Heliopolis,Colonia Iulia Augusta Felix,Colonia,POINT (36.203685 34.006664),
https://pleiades.stoa.org/places/678106/Colonia-D,678106,,Colonia D.,Colonia Damascena,,Colonia,POINT (36.309102 33.511612),
https://pleiades.stoa.org/places/678141/gabitha,678141,,Gabitha,,,Gabi,POINT (36.054712 32.932088),
https://pleiades.stoa.org/places/678437/Colonia-Sept-T,678437,,Colonia Sept. T.,,,Colonia,POINT (35.209358 33.268071),
https://pleiades.stoa.org/places/678437/Colonia-Sept-T,678437,,Colonia Sept. T.,,,Colonia,POINT (35.1943 33.2706),
https://pleiades.stoa.org/places/678437/Colonia-Septimia-T,678437,,Colonia Septimia T.,Colonia Septimia Tyra,Colonia Sept. T.,Colonia,POINT (35.209358 33.268071),
https://pleiades.stoa.org/places/678437/Colonia-Septimia-T,678437,,Colonia Septimia T.,Colonia Septimia Tyra,Colonia Sept. T.,Colonia,POINT (35.1943 33.2706),
https://pleiades.stoa.org/places/678437/tyros,678437,Τύρος,Tyros,,,Tyro,POINT (35.209358 33.268071),
https://pleiades.stoa.org/places/678437/tyros,678437,Τύρος,Tyros,,,Tyro,POINT (35.1943 33.2706),
https://pleiades.stoa.org/places/678404/castra-samaritanorum,678404,,Castra Samaritanorum,,,Castra,POINT (34.9554726 32.8246398),
https://pleiades.stoa.org/places/678448/vallis-alba,678448,,Vallis Alba,,,Alba,,
https://pleiades.stoa.org/places/678393/col-aurelia-pia,678393,Colonia Aurelia Pia Sidon,Col. Aurelia Pia,,,Colonia,POINT (35.375272 33.560413),
https://pleiades.stoa.org/places/678393/col-aurelia-pia,678393,Colonia Aurelia Pia Sidon,Col. Aurelia Pia,,,Colonia,POINT (35.371208 33.560243),
https://pleiades.stoa.org/places/678393/col-aurelia-pia,678393,Colonia Aurelia Pia Sidon,Col. Aurelia Pia,,,Colonia,POINT (35.3697 33.5624),
https://pleiades.stoa.org/places/678393/Colonia-Aur-Pia-S,678393,,Colonia Aur. Pia S.,,,Colonia,POINT (35.375272 33.560413),
https://pleiades.stoa.org/places/678393/Colonia-Aur-Pia-S,678393,,Colonia Aur. Pia S.,,,Colonia,POINT (35.371208 33.560243),
https://pleiades.stoa.org/places/678393/Colonia-Aur-Pia-S,678393,,Colonia Aur. Pia S.,,,Colonia,POINT (35.3697 33.5624),
https://pleiades.stoa.org/places/678393/Colonia-Aurelia-Pia-S,678393,,Colonia Aurelia Pia S.,Colonia Aur. Pia S.,Colonia Aurelia Pia Sidon,Colonia,POINT (35.375272 33.560413),
https://pleiades.stoa.org/places/678393/Colonia-Aurelia-Pia-S,678393,,Colonia Aurelia Pia S.,Colonia Aur. Pia S.,Colonia Aurelia Pia Sidon,Colonia,POINT (35.371208 33.560243),
https://pleiades.stoa.org/places/678393/Colonia-Aurelia-Pia-S,678393,,Colonia Aurelia Pia S.,Colonia Aur. Pia S.,Colonia Aurelia Pia Sidon,Colonia,POINT (35.3697 33.5624),
https://pleiades.stoa.org/places/678370/gabinia,678370,,Gabinia,,,Gabi,POINT (35.190436 32.276529),
https://pleiades.stoa.org/places/678370/gabinia,678370,,Gabinia,,,Gabi,POINT (35.1898 32.2763),
https://pleiades.stoa.org/places/678267/Libanus-M,678267,Libanus mons,Libanus M.,,,Liba,POINT (36.116667 34.3),
https://pleiades.stoa.org/places/678255/klimax-tyrion,678255,κλίμακα Τυρίων,Klimax Tyrion,,,Tyrio,POINT (35.1038666 33.0944176),
https://pleiades.stoa.org/places/674217/aegyption-teichos,674217,,Aegyption Teichos,,,Aegypti,,
https://pleiades.stoa.org/places/674231/charybdis,674231,,Charybdis,,,Charybdis,,
https://pleiades.stoa.org/places/674520031/terme-romane-di-ferento,674520031,Terme Romane di Ferento,Terme Romane di Ferento,,,Roma,,
https://pleiades.stoa.org/places/675812635/roman-double-stoa,675812635,Roman Double Stoa,Roman Double Stoa,,,Roma,,
https://pleiades.stoa.org/places/675812634/late-roman-round-building,675812634,Late Roman Round Building,Late Roman Round Building,,,Roma,POINT (23.72256 37.97601),
https://pleiades.stoa.org/places/66908841/via-aemilia,66908841,"Via Aemilia, Uia Aemilia",Via Aemilia,,,Aemilia,,
https://pleiades.stoa.org/places/66908841/aemilia-odos,66908841,ἡ Αἰμιλία ὁδός,Aemilia odos,,,Aemilia,,
https://pleiades.stoa.org/places/661181629/porta-appia,661181629,Porta Appia,Porta Appia,,,Appia,POINT (12.5016902 41.8735502),
https://pleiades.stoa.org/places/668198/caesarea-ad-libanum,668198,,Caesarea ad Libanum,,,Liba,POINT (36.038558 34.534907),
https://pleiades.stoa.org/places/668198/caesarea-ad-libanum,668198,,Caesarea ad Libanum,,,Liba,POINT (36.047047 34.531277),
https://pleiades.stoa.org/places/668331/Colonia-Hadr-Ant-P,668331,,Colonia Hadr. Ant. P.,Colonia Hadriana Antoniniana Pia,,Colonia,POINT (38.2695 34.5522),
https://pleiades.stoa.org/places/668292/larissa,668292,Λάρισσα,Larissa,,,Lari,POINT (36.5664463 35.2663435),
https://pleiades.stoa.org/places/668261/Colonia-H,668261,,Colonia H.,,,Colonia,POINT (36.724237 34.751899),
https://pleiades.stoa.org/places/668261/Colonia-H,668261,,Colonia H.,,,Colonia,POINT (36.714401 34.723414),
https://pleiades.stoa.org/places/668291/laodicea-ad-libanum,668291,,Laodicea ad Libanum,,,Liba,POINT (36.5194 34.557),
https://pleiades.stoa.org/places/663121962/templum-of-venus-pompeiana,663121962,Templum of Venus Pompeiana,Templum of Venus Pompeiana,,,Venus,POINT (14.4837195 40.7484237),
https://pleiades.stoa.org/places/663121962/templum-of-venus-fisica-pompeiana,663121962,Templum of Venus fisica Pompeiana,Templum of Venus fisica Pompeiana,,,Venus,POINT (14.4837195 40.7484237),
https://pleiades.stoa.org/places/662165/gyglyqe-vicus,662165,,Gyglyqe Vicus,,,Vicus,,
https://pleiades.stoa.org/places/662154/commoris-vicus,662154,,Commoris Vicus,,,Vicus,,
https://pleiades.stoa.org/places/662139/antiocheia-pros-tauro,662139,,Antiocheia pros Tauro,,,Tauro,,
https://pleiades.stoa.org/places/662182/magia-vicus,662182,,Magia Vicus,,,Vicus,,
https://pleiades.stoa.org/places/662150/cheroubim-vicus,662150,,Cheroubim Vicus,,,Vicus,,
https://pleiades.stoa.org/places/662146/bet-autan-vicus,662146,,Bet Autan Vicus,,,Vicus,,
https://pleiades.stoa.org/places/619109/area,619109,,Area,,,Area,POINT (32.855993 39.235808),
https://pleiades.stoa.org/places/619114/Argos-M,619114,,Argos M.,,,Argo,POINT (34.1651126 38.1265274),
https://pleiades.stoa.org/places/619114/Argos-M,619114,,Argos M.,,,Argo,POINT (34.16499 38.12686),
https://pleiades.stoa.org/places/619117/asiana,619117,,Asiana,,,Asia,POINT (34.259107 38.634092),
https://pleiades.stoa.org/places/619117/asiana,619117,,Asiana,,,Asia,POINT (34.245217 38.648123),
https://pleiades.stoa.org/places/616791790/roman-theater-of-caere,616791790,Roman theater of Caere,Roman theater of Caere,,,Roma,POINT (12.1077577 42.0012188),
https://pleiades.stoa.org/places/614659/gallenos,614659,,Gallenos,,,Galle,,
https://pleiades.stoa.org/places/614614/ataxasitenoi,614614,,Ataxasitenoi,,,Atax,,
https://pleiades.stoa.org/places/614845/syrou-mandrai,614845,,Syrou Mandrai,,,Syro,,
https://pleiades.stoa.org/places/615343/Olympos-M,615343,,Olympos M.,,,Olympo,,
https://pleiades.stoa.org/places/687902/Colonia-G,687902,,Colonia G.,Colonia Gaza,,Colonia,POINT (34.458046 31.510975),
https://pleiades.stoa.org/places/687902/Colonia-G,687902,,Colonia G.,Colonia Gaza,,Colonia,POINT (34.445392 31.529444),
https://pleiades.stoa.org/places/687928/colonia-aelia-capitolina,687928,,Colonia Aelia Capitolina,,,Colonia,POINT (35.234156 31.776679),
https://pleiades.stoa.org/places/687928/colonia-aelia-capitolina,687928,,Colonia Aelia Capitolina,,,Colonia,POINT (35.2358 31.7777),
https://pleiades.stoa.org/places/687839/Colonia-A,687839,,Colonia A.,Colonia Ascalon,,Colonia,POINT (34.54556 31.669994),
https://pleiades.stoa.org/places/687839/Colonia-A,687839,,Colonia A.,Colonia Ascalon,,Colonia,POINT (34.546334 31.661963),
https://pleiades.stoa.org/places/687839/Colonia-A,687839,,Colonia A.,Colonia Ascalon,,Colonia,POINT (34.5472 31.6629),
https://pleiades.stoa.org/places/688028/silo,688028,,Silo,,,Silo,POINT (35.298335 32.053797),
https://pleiades.stoa.org/places/688016/laris,688016,,Laris,,,Lari,POINT (33.796926 31.111755),
https://pleiades.stoa.org/places/682526/antiochia-sub-libano,682526,,Antiochia sub Libano,,,Liba,,
https://pleiades.stoa.org/places/682535/castra-samaritanorum,682535,,Castra Samaritanorum,,,Castra,,
https://pleiades.stoa.org/places/649857186/roman-forum,649857186,Roman Forum,Roman Forum,,,Forum,POINT (15.2843855 37.0666085),
https://pleiades.stoa.org/places/649857186/foro-siracusano,649857186,Foro Siracusano,Foro Siracusano,,,Foro,POINT (15.2843855 37.0666085),
https://pleiades.stoa.org/places/649857187/roman-gymnasium,649857187,Roman Gymnasium,Roman Gymnasium,,,Roma,POINT (15.2804126 37.0673281),
https://pleiades.stoa.org/places/648012835/olevano-romano,648012835,Olevano Romano,Olevano Romano,,,Roma,POINT (13.03309 41.860621),
https://pleiades.stoa.org/places/648792/Taurus-M,648792,Taurus mons,Taurus M.,,,Taurus,POINT (34.63 37.4),
https://pleiades.stoa.org/places/648792/taurus,648792,,Taurus,,,Taurus,POINT (34.63 37.4),
https://pleiades.stoa.org/places/648792/tauros,648792,,Tauros,,,Tauro,POINT (34.63 37.4),
https://pleiades.stoa.org/places/648792/taurus-1,648792,,Taurus,,,Taurus,POINT (34.63 37.4),
https://pleiades.stoa.org/places/648792/name.2018-09-18.1766224880,648792,Taurus mountains,Taurus mountains,,,Taurus,POINT (34.63 37.4),
https://pleiades.stoa.org/places/648801/Colonia-Ant-T,648801,,Colonia Ant. T.,Colonia Antoniniana Tyana,,Colonia,POINT (34.572513 37.82365),
https://pleiades.stoa.org/places/648801/eusebeia-am-tauros,648801,,Eusebeia am Tauros,Eusebeia at the Tauros,,Tauro,POINT (34.572513 37.82365),
https://pleiades.stoa.org/places/648593/name.2013-11-25.0373100043,648593,Tanais,Tanais,,,Tanais,,
https://pleiades.stoa.org/places/639083/Roma-et-Augustus-T,639083,,Roma et Augustus,T.,,Roma,POINT (30.138833 37.520416),
https://pleiades.stoa.org/places/639160/tyriaion,639160,,Tyriaion,,,Tyria,POINT (29.933272 36.971296),
https://pleiades.stoa.org/places/639160/tyriaion,639160,,Tyriaion,,,Tyria,POINT (29.913618 36.962254),
https://pleiades.stoa.org/places/639129/tauros,639129,,Tauros,,,Tauro,,"POLYGON ((30 37, 30.5 37, 30.5 37.5, 30 37.5, 30 37))"
https://pleiades.stoa.org/places/631938/cilissa,631938,Cilissa,Cilissa,,,Cilissa,,
https://pleiades.stoa.org/places/631184/argos,631184,,Argos,,,Argo,,
https://pleiades.stoa.org/places/631221/larissa,631221,Larissa,Larissa,,,Lari,,
https://pleiades.stoa.org/places/638815/cypriae,638815,,Cypriae,,,Cypria,,
https://pleiades.stoa.org/places/629080/sinis-colonia,629080,,Sinis Colonia,,,Colonia,POINT (38.132024 38.625474),
https://pleiades.stoa.org/places/629079/foroba,629079,,Foroba,,,Foro,POINT (35.159521 39.712276),
https://pleiades.stoa.org/places/629079/foroba,629079,,Foroba,,,Foro,POINT (35.413334 39.683015),
https://pleiades.stoa.org/places/629040/rhomanopolis,629040,,Rhōmanopolis,Romanopolis,,Roma,POINT (38.361152 38.382217),
https://pleiades.stoa.org/places/629766126/roman-fortlet-at-ince,629766126,Roman fortlet at Ince,Roman fortlet at Ince,,,Roma,,
https://pleiades.stoa.org/places/6218928/forum-of-cosa-1,6218928,Forum of Cosa,Forum of Cosa,,,Forum,POINT (11.288333 42.412778),
https://pleiades.stoa.org/places/628738529/name.2015-05-23.2115331780,628738529,,Forum Subertanum,,,Forum,,
https://pleiades.stoa.org/places/658409/chalybon,658409,,Chalybōn,Chalybon,,Chalybon,,
https://pleiades.stoa.org/places/658432/chalybonitis,658432,,Chalybonitis,,,Chalybon,,
https://pleiades.stoa.org/places/658457/Colonia-Marcia-Aur-Ant-E,658457,,Colonia Marcia Aur. Ant. E.,Colonia Marcia Aurelia Antoniniana Edessa,Col. Marcia Aur. Antoniniana,Colonia,POINT (38.776168 37.176482),
https://pleiades.stoa.org/places/658457/Colonia-Marcia-Aur-Ant-E,658457,,Colonia Marcia Aur. Ant. E.,Colonia Marcia Aurelia Antoniniana Edessa,Col. Marcia Aur. Antoniniana,Colonia,POINT (38.786696 37.148633),
https://pleiades.stoa.org/places/658371/alexandria-ad-issum,658371,,Alexandria ad Issum,,,Alexandria,POINT (36.180508 36.57934),
https://pleiades.stoa.org/places/658371/alexandria-ad-issum,658371,,Alexandria ad Issum,,,Alexandria,POINT (36.166038 36.589023),
https://pleiades.stoa.org/places/658394/baiae,658394,,Baiae,,,Baiae,,"POLYGON ((36 36.5, 36.5 36.5, 36.5 37, 36 37, 36 36.5))"
https://pleiades.stoa.org/places/658295679/domus-of-the-mm-loreii-tiburtini,658295679,Domus of the MM. Loreii Tiburtini,Domus of the MM. Loreii Tiburtini,,,Tibur,POINT (14.4923523 40.7515836),
https://pleiades.stoa.org/places/658295679/domus-of-the-mm-loreii-tiburtini,658295679,Domus of the MM. Loreii Tiburtini,Domus of the MM. Loreii Tiburtini,,,Tibur,POINT (14.4923579 40.7516251),
https://pleiades.stoa.org/places/658295679/name.2018-11-02.4497900447,658295679,,House of Loreius Tiburtinus,,,Tibur,POINT (14.4923523 40.7515836),
https://pleiades.stoa.org/places/658295679/name.2018-11-02.4497900447,658295679,,House of Loreius Tiburtinus,,,Tibur,POINT (14.4923579 40.7516251),
https://pleiades.stoa.org/places/658246004/teatro-romano-minturno,658246004,Teatro Romano Minturno,Teatro Romano Minturno,,,Roma,POINT (13.7688673 41.2422514),
https://pleiades.stoa.org/places/652375/tyros,652375,,Tyros,,,Tyro,,
https://pleiades.stoa.org/places/652343/in-monte-tauro,652343,In monte tavro,In Monte Tauro,,,Tauro,,
https://pleiades.stoa.org/places/197099/albanum,197099,,Albanum,,,Alba,POINT (18.773792 45.663601),
https://pleiades.stoa.org/places/197098/albanta,197098,,[Albanta],,,Alba,,"POLYGON ((14 46, 15 46, 15 47, 14 47, 14 46))"
https://pleiades.stoa.org/places/197197/castra,197197,,Castra,,,Castra,POINT (17.190468 44.766562),
https://pleiades.stoa.org/places/197187/campona,197187,,Campona,,,Campo,POINT (18.984598 47.393234),
https://pleiades.stoa.org/places/197187/campona,197187,,Campona,,,Campo,POINT (18.984636 47.390797),
https://pleiades.stoa.org/places/197108/alpes-iuliae,197108,,Alpes Iuliae,,,Alpes,POINT (13.75 46.33),
https://pleiades.stoa.org/places/197108/alpes-venetae,197108,,Alpes Venetae,,,Alpes,POINT (13.75 46.33),
https://pleiades.stoa.org/places/197107/alpes-ferreae,197107,,Alpes Ferreae,,,Alpes,,
https://pleiades.stoa.org/places/197131/aquincum-castra,197131,,Aquincum Castra,,,Castra,POINT (19.048286 47.558849),
https://pleiades.stoa.org/places/197106/alpes-delmaticae,197106,,Alpes Delmaticae,,,Alpes,,
https://pleiades.stoa.org/places/197199/castra-ad-herculem,197199,,Castra ad Herculem,,,Castra,POINT (18.875539 47.784371),
https://pleiades.stoa.org/places/197199/castra-ad-herculem,197199,,Castra ad Herculem,,,Castra,POINT (18.901728 47.790583),
https://pleiades.stoa.org/places/197456/praetentura-italiae-et-alpium,197456,,Praetentura Italiae et Alpium,,,Italiae,POINT (14.892613 46.199752),
https://pleiades.stoa.org/places/197448/colonia-iulia-pola-pollentia-herculanea,197448,Colonia Iulia Pola Pollentia Herculanea,Colonia Iulia Pola Pollentia Herculanea,,,Colonia,POINT (13.841124 44.869567),
https://pleiades.stoa.org/places/197276/castra,197276,,Castra,,,Castra,,
https://pleiades.stoa.org/places/197564/ulcisia-castra,197564,,Ulcisia Castra,,,Castra,POINT (19.072989 47.664992),
https://pleiades.stoa.org/places/197564/castra-constantia,197564,,Castra Constantia,,,Castra,POINT (19.072989 47.664992),
https://pleiades.stoa.org/places/197582/vindonianus-vicus,197582,,Vindonianus Vicus,,,Vicus,POINT (19.049955 47.599932),
https://pleiades.stoa.org/places/194044/canini-campi,194044,,Canini Campi,,,Campi,,
https://pleiades.stoa.org/places/1046/ionium-mare,1046,,Ionium Mare,,,Ionium,,"POLYGON ((15 35, 20 35, 20 40, 15 40, 15 35))"
https://pleiades.stoa.org/places/1027/hispania,1027,,Hispania,,,Hispania,,"POLYGON ((-10 40, -5 40, -5 45, -10 45, -10 40))"
https://pleiades.stoa.org/places/109427/vicus-cruciniacum,109427,,Vicus Cruciniacum,,,Vicus,,
https://pleiades.stoa.org/places/109426/vicus-contiomagus,109426,,Vicus Contiomagus,,,Vicus,POINT (6.7076426 49.3561421),
https://pleiades.stoa.org/places/109425/vicus-bodatius,109425,,Vicus Bodatius,,,Vicus,POINT (6.530533 48.781601),
https://pleiades.stoa.org/places/109429/vicus-voclannionum,109429,,Vicus Voclannionum,,,Vicus,POINT (6.618839 49.789748),
https://pleiades.stoa.org/places/109429/vicus-voclannionum,109429,,Vicus Voclannionum,,,Vicus,POINT (6.6107810469 49.7702130767),
https://pleiades.stoa.org/places/109428/vicus-iulius,109428,,Vicus Iulius,,,Vicus,POINT (8.369585 49.218856),
https://pleiades.stoa.org/places/109424/vicus-bibiensium,109424,,Vicus Bibiensium,,,Vicus,POINT (8.194892 48.808599),
https://pleiades.stoa.org/places/109423/vicus-augustanus,109423,,Vicus Augustanus,,,Vicus,POINT (8.409495 49.924327),
https://pleiades.stoa.org/places/1001907/hellespontos,1001907,,Hellespontos,,,Hellesponto,,"POLYGON ((25 35, 30 35, 30 40, 25 40, 25 35))"
https://pleiades.stoa.org/places/1001934/euphratesia,1001934,,Euphratesia,,,Euphrates,,"POLYGON ((35 35, 40 35, 40 40, 35 40, 35 35))"
https://pleiades.stoa.org/places/1001938/phoinike-libanesia,1001938,,Phoinike Libanesia,,,Liba,,"POLYGON ((35 30, 40 30, 40 35, 35 35, 35 30))"
https://pleiades.stoa.org/places/1001912/phrygia-saloutaria,1001912,,Phrygia Saloutaria,,,Phrygia,,"POLYGON ((30 35, 35 35, 35 40, 30 40, 30 35))"
https://pleiades.stoa.org/places/1001908/phrygia-pakatiane,1001908,,Phrygia Pakatiane,,,Phrygia,,"POLYGON ((25 35, 30 35, 30 40, 25 40, 25 35))"
https://pleiades.stoa.org/places/1001909/lydia,1001909,,Lydia,,,Lydia,,"POLYGON ((25 35, 30 35, 30 40, 25 40, 25 35))"
https://pleiades.stoa.org/places/1001134/asiane,1001134,,Asiane,,,Asia,,
https://pleiades.stoa.org/places/1001887/europe,1001887,,Europe,,,Europe,,"POLYGON ((25 40, 30 40, 30 45, 25 45, 25 40))"
https://pleiades.stoa.org/places/101174/austeravia,101174,,Austeravia,,,Auster,,
https://pleiades.stoa.org/places/108867/castra-vetera,108867,,Castra Vetera,,,Castra,POINT (6.469989 51.646389),
https://pleiades.stoa.org/places/108852/canetonum,108852,Canetonum,Canetonum,,,Cane,POINT (0.620882 49.179131),
https://pleiades.stoa.org/places/108896/name.2017-07-18.3700306775,108896,,Colonia Ulpia Traiana,,,Colonia,POINT (6.446355 51.669202),
https://pleiades.stoa.org/places/108896/name.2017-07-18.3700306775,108896,,Colonia Ulpia Traiana,,,Colonia,POINT (6.45 51.666667),
https://pleiades.stoa.org/places/104403664/name.2019-04-21.6394752297,104403664,Termas Romanas de Campo Valdés,Termas Romanas de Campo Valdés,,,Romana,POINT (-5.6611966 43.5454186),
https://pleiades.stoa.org/places/103123065/area-sacra-di-santomobono,103123065,Area Sacra di Sant'Omobono,Area Sacra di Sant'Omobono,,,Area,POINT (12.4807872 41.8907711),
https://pleiades.stoa.org/places/102529957/name.2018-02-26.3347985006,102529957,,Venusia amphitheatre,,,Venus,,
https://pleiades.stoa.org/places/105717312/piazza-ronchi-roman-cistern,105717312,Piazza Ronchi Roman cistern,Piazza Ronchi Roman cistern,,,Roma,POINT (12.549604 41.8949059),
https://pleiades.stoa.org/places/177485/gabilunnum,177485,,Gabilunnum,,,Gabi,POINT (4.852994 46.784226),
https://pleiades.stoa.org/places/177485/gabilunnum,177485,,Gabilunnum,,,Gabi,POINT (4.859035 46.782518),
https://pleiades.stoa.org/places/177598/gallo-roman-villa-of-orbe-bosceaz,177598,Gallo-Roman villa of Orbe-Boscéaz,Gallo-Roman villa of Orbe-Boscéaz,,,Roma,POINT (6.537073 46.74432),
https://pleiades.stoa.org/places/174627880/colonia-artefigia,174627880,Colonia Artefigia,Colonia Artefigia,,,Colonia,,
https://pleiades.stoa.org/places/160600948/name.2016-11-10.1752648912,160600948,Torre del Campo,Torre del Campo,,,Campo,POINT (-3.8972315 37.7702055),
https://pleiades.stoa.org/places/167960/venetonimagus,167960,,Venetonimagus,,,Veneto,POINT (5.682264 45.89734),
https://pleiades.stoa.org/places/167960/venetonimagus,167960,,Venetonimagus,,,Veneto,POINT (5.682215 45.897321),
https://pleiades.stoa.org/places/167903/saint-romain-de-jalionas,167903,,Saint-Romain-de-Jalionas,,,Roma,POINT (5.220715 45.75056),
https://pleiades.stoa.org/places/167034775/insula-volusiana,167034775,Insula Volusiana in Foro Boario,Insula Volusiana in Foro Boario,,,Foro,,
https://pleiades.stoa.org/places/167771/forum-segusiavorum,167771,,Forum Segusiavorum,,,Forum,POINT (4.222007 45.743773),
https://pleiades.stoa.org/places/167771/forum-segusiavorum,167771,,Forum Segusiavorum,,,Forum,POINT (4.222007 45.743773),
https://pleiades.stoa.org/places/167717/col-copia-claudia-augusta-lugdunum,167717,Colonia Copia Claudia Augusta Lugdunum,Col. Copia Claudia Augusta Lugdunum,,,Colonia,POINT (4.819486 45.75863),
https://pleiades.stoa.org/places/167717/col-copia-claudia-augusta-lugdunum,167717,Colonia Copia Claudia Augusta Lugdunum,Col. Copia Claudia Augusta Lugdunum,,,Colonia,POINT (4.819477 45.759102),
https://pleiades.stoa.org/places/167716/name.2015-06-16.8044701345,167716,Colonia Dea Augusta Vocontiorum,Colonia Dea Augusta Vocontiorum,,,Colonia,POINT (5.370412 44.752363),
https://pleiades.stoa.org/places/167719/colonia-iulia-augusta-florentia-vienna,167719,,Colonia Iulia Augusta Florentia Vienna,,,Colonia,POINT (4.878717 45.524817),
https://pleiades.stoa.org/places/167719/colonia-iulia-augusta-florentia-vienna,167719,,Colonia Iulia Augusta Florentia Vienna,,,Colonia,POINT (4.873247 45.524204),
https://pleiades.stoa.org/places/167743/summae-alpes,167743,,Summae Alpes,,,Alpes,POINT (6.723215 44.931266),
https://pleiades.stoa.org/places/167743/summae-alpes,167743,,Summae Alpes,,,Alpes,POINT (6.746794 44.936932),
https://pleiades.stoa.org/places/167639/alpis-graia,167639,,Alpis Graia,,,Graia,POINT (6.883235 45.679264),
https://pleiades.stoa.org/places/167639/alpis-graia,167639,,Alpis Graia,,,Graia,POINT (6.8846922 45.681738),
https://pleiades.stoa.org/places/167639/alpes-atrectinae,167639,,Alpes Atrectinae,,,Alpes,POINT (6.883235 45.679264),
https://pleiades.stoa.org/places/167639/alpes-atrectinae,167639,,Alpes Atrectinae,,,Alpes,POINT (6.8846922 45.681738),
https://pleiades.stoa.org/places/167663/forum-claudii-ceutronum,167663,,Forum Claudii Ceutronum,,,Forum,POINT (6.653224 45.556944),
https://pleiades.stoa.org/places/167629/alba-helviorum,167629,,Alba Helviorum,,,Alba,POINT (4.6001 44.560635),
https://pleiades.stoa.org/places/167629/alba-la-romaine,167629,Alba-la-Romaine,Alba-la-Romaine,,,Alba,POINT (4.6001 44.560635),
https://pleiades.stoa.org/places/167637/alpes-graiae,167637,,Alpes Graiae,,,Alpes,,"POLYGON ((6.5 45, 7 45, 7 45.5, 6.5 45.5, 6.5 45))"
https://pleiades.stoa.org/places/167636/alpes-cottiae,167636,,Alpes Cottiae,,,Alpes,,"POLYGON ((6.5 44.5, 7 44.5, 7 45, 6.5 45, 6.5 44.5))"
https://pleiades.stoa.org/places/167859/forum-claudii-vallensium,167859,,Forum Claudii Vallensium,,,Forum,POINT (7.073983 46.100905),
https://pleiades.stoa.org/places/167859/forum-claudii-vallensium,167859,,Forum Claudii Vallensium,,,Forum,POINT (7.073853 46.100791),
https://pleiades.stoa.org/places/1113/magna-graecia,1113,Magna Graecia,Magna Graecia,,,Graecia,,"POLYGON ((15 35, 20 35, 20 40, 15 40, 15 35))"
https://pleiades.stoa.org/places/119030/vicus-scuttarensium,119030,,Vicus Scuttarensium,,,Vicus,POINT (11.22852 48.797511),
https://pleiades.stoa.org/places/119026/vicus-aurelianus,119026,,Vicus Aurelianus,,,Vicus,POINT (9.503093 49.202459),
https://pleiades.stoa.org/places/119026/vicus-aurelianus,119026,,Vicus Aurelianus,,,Vicus,POINT (9.497858 49.205146),
https://pleiades.stoa.org/places/119031/vicus-senotensis,119031,,Vicus Senotensis,,,Vicus,POINT (8.571926 48.950261),
https://pleiades.stoa.org/places/119031/vicus-senot,119031,,Vicus Senot,,,Vicus,POINT (8.571926 48.950261),
https://pleiades.stoa.org/places/119024/vicus-alisinensium,119024,,Vicus Alisinensium,,,Vicus,POINT (9.159026 49.230892),
https://pleiades.stoa.org/places/119024/vicus-alisinensium,119024,,Vicus Alisinensium,,,Vicus,POINT (9.178889 49.231389),
https://pleiades.stoa.org/places/118929/castra-regina,118929,,Castra Regina,,,Castra,POINT (12.098239 49.01948),
https://pleiades.stoa.org/places/118929/castra-regina,118929,,Castra Regina,,,Castra,POINT (12.0987855 49.0201348),
